id,holdingId,etfName,etfType,quantity,price,brokerageCharges,tax,totalCharges,buyDate
1c684673-158b-4d99-aba3-0579e36c6e54,f66eccb6-b91c-4350-804b-43721d259a3d,SBI-ETF Gold,Jewellery,4,127.62,0.25524,0.14100784848,0.39624784848,2026-04-28T09:28:20.563667
217f7aa8-b54e-4dc3-8ca0-3e4a1a1d07d7,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,5,30.88,0.0772,0.042649294399999996,0.1198492944,2026-05-13T09:54:09.742157
22056f16-b82e-4d9d-91b5-dbc5a71569e1,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,4,31.37,0.06274,0.034660838480000004,0.09740083848,2026-05-12T04:35:17.728963
292d5523-b817-44bd-ba56-e0ce9f296cff,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,3,91.24,0.13686,0.07560858072,0.21246858072000002,2026-05-11T05:01:53.446640
2f7cd45d-4dfb-4464-9bc5-cbed53de0388,c743a7e4-521a-4e68-8fea-658272fd0f2a,Tata Consultancy Services Ltd,Stocks,1,2337.6,2.3376,3.1936898976,5.531289897600001,2026-05-12T03:50:35.143032
33368578-dda6-4a35-b96d-59fbaf5d439b,2f2a55d7-4ac3-4cdf-83f0-91177a0415db,Tata Mutual Fund Tata Gold Exchange Traded Fund,Jewellery,14,14.7,0.1028999999999999,0.0568473107999999,0.1597473108,2026-04-21T15:29:51.700558
37e60ccd-013d-468e-b427-191b15c5312a,5e0fa4f3-c739-49e5-91a7-76001245c363,NIFTY 50 Value 20,Equity,6,13.53,0.04059,0.02242402668,0.06301402668,2026-05-18T04:21:30.695425
398fc94f-0ed8-45e2-9608-8443425c1ba4,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,15,87.6,0.657,0.362960964,1.019960964,2026-05-18T06:41:49.268579
3eef49b7-77f9-4d2d-8723-c99bde4538a2,148a038a-c84d-4551-b381-332122fb613b,NIFTY Top 10 Equal Weight,Equity,2,85.56,0.08556000000000001,0.047267793120000005,0.13282779312000004,2026-05-12T08:51:41.947354
3ffe08e2-d418-440a-a3fc-a4c81a98a0a0,53c52aef-217d-4843-8c6b-3e1f49e63787,State Bank of India,Stocks,1,938.3,0.9383,1.2819298558,2.2202298558000004,2026-05-18T04:53:53.503478
416d0800-729f-4acd-9432-1294ffdd1437,53c52aef-217d-4843-8c6b-3e1f49e63787,State Bank of India,Stocks,1,976.4,0.9764,1.3339830664,2.3103830664,2026-05-14T04:01:11.817775
4287a856-f258-4077-81c4-4d42181c75b6,148a038a-c84d-4551-b381-332122fb613b,NIFTY Top 10 Equal Weight,Equity,1,87.31,0.043655,0.02411729206,0.06777229205999999,2026-05-06T07:55:35.300328
4360f496-584e-4e79-affb-5f43d7e46a23,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,3,90.15,0.13522500000000004,0.07470532170000002,0.2099303217000001,2026-05-12T08:04:39.391762
48f18728-13dd-4d92-934b-6584d7c6e980,0de78059-be4f-4205-9da7-04398508c0a0,NIFTY IT,Equity,96,31.195937499999996,1.4974049999999997,0.8272443870599997,2.3246493870599996,2026-05-14T18:25:43.974331
4df2800f-1e21-49d2-862e-a035c88e3f27,148a038a-c84d-4551-b381-332122fb613b,NIFTY Top 10 Equal Weight,Equity,2,85.98,0.08598,0.04749982296,0.13347982296,2026-05-12T03:58:26.853090
4fa52a8c-e9c2-49c6-b58c-e2bd0a190ba9,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,1,93.54,0.04677,0.02583818004,0.07260818004,2026-05-05T11:24:26.578550
525391a0-fa84-4fdc-9ee6-b9fdb85ee594,5e0fa4f3-c739-49e5-91a7-76001245c363,NIFTY 50 Value 20,Equity,3,13.83,0.020745,0.01146061674,0.03220561674,2026-05-11T05:05:52.648601
579836eb-868b-456c-a883-abcc4d55cdd7,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,4,31.2,0.062400000000000004,0.0344730048,0.0968730048,2026-05-12T08:58:49.891357
59b2aab3-78af-4fa4-af7e-551cc5b5ff5d,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,2,91.12,0.09112,0.05033942624,0.14145942624000002,2026-05-11T08:01:04.915892
5d5b6825-6194-4cf6-a5af-5cdb79ac16ff,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,3,31.44,0.04716,0.02605363632,0.07321363632,2026-05-12T04:12:03.491190
64e8cea7-79cb-4ed9-9717-1565851eab07,7f497ad5-d72a-43d5-af01-90472c2a7b51,NIFTY Bank,Equity,1,560.52,0.28026,0.15483019752,0.43509019752,2026-05-05T11:32:55.982507
69278376-099d-474f-a53c-45b1fe39b50b,7ac11d64-ae67-4e9a-a04a-429396c25237,Nippon India Silver ETF,Jewellery,2,224.85,0.22485,0.12421883219999999,0.34906883219999996,2026-04-28T12:07:06.564780
6a94506d-4a69-45e1-9ec1-4c79686df465,0019859b-817d-44d2-ad9e-9033597b58a2,NIFTY Pharma,Equity,8,23.04,0.0921599999999999,0.05091397632,0.1430739763199999,2026-04-22T12:11:26.769834
6d1f0327-58b0-4942-945b-6993a2f04eed,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,5,87.61,0.21902500000000003,0.1210007993,0.3400257993000001,2026-05-18T04:23:53.892508
7a6a480a-3922-4b10-ba46-e04a337ba4c5,00b3a2e1-2637-4caa-ac60-34bc63bddba8,Bharti Airtel Ltd,Stocks,1,1838.2,1.8382000000000005,2.5113966332000004,4.3495966332,2026-04-22T12:15:26.799355
81462744-8bc1-4791-aa72-4860c52d72ab,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,9,33.5,0.15075,0.083282139,0.234032139,2026-04-23T13:07:39.467876
83a41603-9349-40dc-b7a5-0e28a746bf21,148a038a-c84d-4551-b381-332122fb613b,NIFTY Top 10 Equal Weight,Equity,2,87.19,0.08718999999999999,0.04816828988,0.13535828987999998,2026-05-06T13:08:59.451667
848c61b6-a154-41e0-b43e-1d2a5d7b0aa9,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,1,93.3,0.04665,0.0257718858,0.0724218858,2026-05-05T12:57:17.834785
85cb59bb-96a6-41ed-88e2-0612984a62ca,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,5,97.04,0.2426,0.1340248552,0.3766248552000001,2026-04-29T11:17:11.360666
8efcd2f1-c4ea-4904-b8fa-30d8c3086685,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,3,91.26,0.13689,0.07562515428,0.21251515428,2026-05-11T05:07:59.098335
91e85e80-c693-424e-b837-4512532cc696,7c6dfee2-9f22-4e9f-84dc-497a358c6fb7,Reliance Industries Ltd,Stocks,1,1354.0,1.354,1.8498700040000005,3.2038700040000005,2026-04-21T15:28:20.908080
997370e1-7d0e-4bab-a695-c0a62c2bfb5e,148a038a-c84d-4551-b381-332122fb613b,NIFTY Top 10 Equal Weight,Equity,2,85.83,0.08583,0.04741695516,0.13324695516,2026-05-12T04:03:31.354014
99d785c5-0fed-49fe-9611-32aacc1b4980,5e0fa4f3-c739-49e5-91a7-76001245c363,NIFTY 50 Value 20,Equity,5,13.55,0.033875,0.018714311499999997,0.0525893115,2026-05-14T05:03:13.617167
9a59ed82-8313-48c3-8a0c-7915491e0f74,5e0fa4f3-c739-49e5-91a7-76001245c363,NIFTY 50 Value 20,Equity,5,13.65,0.034125,0.018852424500000003,0.0529774245,2026-05-12T07:55:43.613265
9acba20c-82a8-41de-b586-f7cb532633ac,64474f5e-e664-49ce-b58b-bed5becd0a2f,HDFC Bank Ltd,Stocks,1,756.25,0.75625,1.0332084125,1.7894584125,2026-05-12T04:02:24.857368
9d418014-c559-4991-91fe-55bc9ced33d4,562bf587-910f-4033-a49c-45708d933b15,NIFTY India Digital,Equity,5,80.8,0.202,0.111595304,0.3135953040000001,2026-04-28T11:55:48.482299
9f2df954-6ac6-42ae-a403-d5a87d4c3532,53c52aef-217d-4843-8c6b-3e1f49e63787,State Bank of India,Stocks,1,976.3,0.9763,1.3338464438,2.3101464438,2026-05-14T04:02:24.085022
9fe9fa89-a007-43db-bb84-a3b3862a9af2,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,4,31.3,0.0626,0.0345834952,0.09718349520000003,2026-05-12T05:14:57.417562
a0db6cf1-474d-44e2-8197-792ea9ed0fe1,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,5,32.32,0.0808,0.0446381216,0.1254381216,2026-04-28T09:27:31.188067
a22436d9-9e11-4381-8eb9-5f537184d5ac,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,20,30.26,0.30260000000000004,0.1671719752,0.4697719752,2026-05-14T08:02:31.336412
a3a352a1-6f0a-43d0-a38a-04c0ca703282,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,10,30.4,0.15200000000000002,0.083972704,0.23597270400000003,2026-05-14T04:07:29.499374
a7e5d031-b263-4418-b550-4e9f9a1f0718,c743a7e4-521a-4e68-8fea-658272fd0f2a,Tata Consultancy Services Ltd,Stocks,1,2410.0,2.41,3.29260466,5.702604660000001,2026-05-07T05:35:44.284257
b7478322-fac1-4a92-a5ce-9b0f463e9074,7e197aed-4a1d-4621-b5b5-b669b51e4214,NIFTY Realty,Equity,18,75.19,0.67671,0.37384979292,1.0505597929200001,2026-05-14T05:10:43.449397
b79bfe22-567d-4dcb-8ad1-ff5c6d925fe9,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,4,31.41,0.06282,0.03470503464,0.09752503464,2026-05-12T04:07:06.364040
bcca07ae-2a5c-4b4c-8710-1268131d2f96,148a038a-c84d-4551-b381-332122fb613b,NIFTY Top 10 Equal Weight,Equity,5,89.55,0.223875,0.1236801915,0.3475551915,2026-04-23T13:14:52.302657
bd297350-69b6-4d43-a619-96d68c7f3cca,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,1,94.19,0.047095,0.02601772694,0.07311272694,2026-05-04T13:23:02.717895
c27d3e54-e056-4030-8de2-cb0e06dbd0da,5e0fa4f3-c739-49e5-91a7-76001245c363,NIFTY 50 Value 20,Equity,5,13.68,0.0342,0.0188938584,0.053093858400000006,2026-05-12T03:56:51.324513
c2c74a53-09b2-4bde-90f7-a286ff075b8f,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,8,30.28,0.12112000000000002,0.06691298624,0.18803298624000003,2026-05-14T08:04:01.177162
c5f490e4-1042-41af-a6ce-8b34ca8ec715,00b3a2e1-2637-4caa-ac60-34bc63bddba8,Bharti Airtel Ltd,Stocks,1,1762.0,1.7620000000000002,2.407290212,4.169290212,2026-05-11T05:49:54.021758
c75f1c88-58a6-44a3-babe-406e4fe9196d,c743a7e4-521a-4e68-8fea-658272fd0f2a,Tata Consultancy Services Ltd,Stocks,1,2250.0,2.25,3.0740085,5.324008500000001,2026-05-14T03:52:10.447947
c86b64ef-e346-44cb-a0da-cdd6d3e4757d,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,4,31.65,0.0633,0.034970211599999995,0.09827021159999999,2026-05-12T03:51:55.826987
ca9c6a9f-8891-4451-aad7-81fda15b6265,c743a7e4-521a-4e68-8fea-658272fd0f2a,Tata Consultancy Services Ltd,Stocks,1,2292.0,2.2920000000000003,3.131389992000001,5.423389992000001,2026-05-12T04:59:27.700034
cdf007e1-6c81-4f48-b4bb-4aaec00214ec,64474f5e-e664-49ce-b58b-bed5becd0a2f,HDFC Bank Ltd,Stocks,2,785.0,1.57,2.1449748200000003,3.71497482,2026-04-29T10:36:19.123817
cebd5711-a3a1-4019-8ffe-3517187cf707,9d057bdd-7e43-4e7e-a347-64fb90cc0eb7,Reliance Industries Ltd,Stocks,2,1347.0,2.6940000000000004,3.6806128440000005,6.3746128440000005,2026-05-15T04:30:22.180972
cecfd31c-7f28-4115-9c5e-8fe1b85626c5,e1a24fc3-b199-4738-b8ed-13740621a93d,NIFTY Private Bank,Equity,16,26.18,0.20944,0.11570554688,0.32514554688,2026-05-05T11:36:31.567234
d2c56e81-2659-4bf8-bdd8-fdfd6547990c,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,2,32.13,0.03213,0.01775028276,0.04988028276,2026-05-04T13:31:57.585190
d364f255-7a86-4bbb-95fa-5894f323a63a,fd93b3b4-4ae4-43d2-bae4-ef698ae0f1c9,HDFC Silver ETF,Jewellery,2,228.61,0.22861,0.12629605172,0.35490605172,2026-04-28T09:29:22.604536
d71f97b5-857f-4880-9cdf-4cf6416d11c8,64474f5e-e664-49ce-b58b-bed5becd0a2f,HDFC Bank Ltd,Stocks,1,764.8,0.7648,1.0448896448000002,1.8096896448,2026-04-30T09:37:49.533399
daf67774-5001-4314-8d9d-f1c96844d999,22132f23-ffd0-4622-b151-0b4da1ce21e9,LT,Stocks,1,3920.0,3.92,5.35560592,9.27560592,2026-05-14T18:23:57.287393
dec6567e-bfee-4617-8551-e88b002d2edd,0019859b-817d-44d2-ad9e-9033597b58a2,NIFTY Pharma,Equity,1,23.07,0.011535,0.00637253382,0.0179075338199999,2026-04-21T15:31:18.846545
dfa91dae-84ee-4a0b-90c8-1028909a6707,2f2a55d7-4ac3-4cdf-83f0-91177a0415db,Tata Mutual Fund Tata Gold Exchange Traded Fund,Jewellery,2,14.31,0.01431,0.00790558812,0.02221558812,2026-04-29T13:36:54.410457
e06e7ac8-30e1-43c3-807d-d2c34c8ff989,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,3,91.24,0.13686,0.07560858072,0.21246858072000002,2026-05-11T05:09:22.806344
e1bb980c-5b5c-48f6-873c-823c74f99718,5e0fa4f3-c739-49e5-91a7-76001245c363,NIFTY 50 Value 20,Equity,29,14.18,0.20561,0.1135896557199999,0.31919965572,2026-04-29T10:47:02.731229
e5f78d6b-f856-4b81-b758-61f7bbc83ede,f6d0185c-adf6-47ab-8444-a76b49e42393,NIFTY PSU Bank,Equity,2,90.91,0.09090999999999999,0.050223411319999994,0.14113341131999999,2026-05-11T10:05:42.450705
e62ee4fb-6322-481a-ba98-9bec1075281a,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,5,30.91,0.07727500000000001,0.042690728299999994,0.1199657283,2026-05-13T09:49:07.977969
f12ba9a4-ea7f-4ba7-bf84-a68cd9700435,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,3,31.44,0.04716,0.02605363632,0.07321363632,2026-05-12T04:10:17.980913
f233ceba-cf7f-44c7-b484-d1d2f2e868f2,53c52aef-217d-4843-8c6b-3e1f49e63787,State Bank of India,Stocks,1,938.5,0.9385000000000001,1.282203101,2.2207031010000007,2026-05-18T04:21:55.298692
f968f0d5-5be9-4d48-91ff-167d2afebea7,2f2a55d7-4ac3-4cdf-83f0-91177a0415db,Tata Mutual Fund Tata Gold Exchange Traded Fund,Jewellery,2,14.28,0.01428,0.00788901456,0.02216901456,2026-05-05T11:58:49.919306
f98a0e17-e4eb-4857-be07-566ab3cd3616,bf68cbd3-5e53-47ef-ab35-9939da54a152,NIFTY IT,Equity,2,32.15,0.03215,0.0177613318,0.0499113318,2026-04-28T09:50:56.292516
fb4e5c77-40fa-459b-87ec-1d485de4c7a1,5e0fa4f3-c739-49e5-91a7-76001245c363,NIFTY 50 Value 20,Equity,6,13.52,0.04056,0.02240745312,0.06296745311999999,2026-05-18T04:39:59.545540
fc6ee14e-e197-46b5-88b9-7109294c47d2,9ab843eb-a3ae-4d60-a9dd-594bfbd156eb,NIFTY Dividend Opportunities 50 TRI,Equity,19,78.0,0.7410000000000001,0.40936693199999996,1.150366932,2026-05-15T04:34:58.629397
fc8e6998-0ec5-48ea-b6ca-72d73ce1214e,6ee6967a-9bc7-4e8f-ace6-42bd412d1634,Nippon India ETF Gold BeES,Jewellery,4,124.37,0.24874000000000002,0.13741691048,0.38615691048000006,2026-05-07T05:16:10.379296
ff983b4a-be87-4581-8b05-e023eebb617b,00b3a2e1-2637-4caa-ac60-34bc63bddba8,Bharti Airtel Ltd,Stocks,1,1777.0,1.7770000000000001,2.4277836020000003,4.204783602000001,2026-05-11T05:04:03.226785
